"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MIF",5.84885498955939e-258,0.793009415787914,0.337,0.866,1.72845362651459e-253,"0","MIF"
"H3F3A",9.40282191699036e-252,0.498622203893133,0.357,0.932,2.77872193290899e-247,"0","H3F3A"
"LGALS3",2.00641967801118e-244,0.926898574671738,0.138,0.379,5.92937143245863e-240,"0","LGALS3"
"DSTN",3.6638756705522e-227,1.17319215725183,0.1,0.291,1.08274853816159e-222,"0","DSTN"
"FABP5",8.36713278764078e-224,0.971836362277246,0.134,0.359,2.4726550814036e-219,"0","FABP5"
"YBX3",2.86924115207676e-215,0.786061468493877,0.087,0.26,8.47918145261724e-211,"0","YBX3"
"DNAJA4",9.87961230962858e-207,1.16331136018239,0.129,0.341,2.91962302974144e-202,"0","DNAJA4"
"NPC2",7.02162362708879e-196,1.06717281312713,0.128,0.332,2.07503021427728e-191,"0","NPC2"
"S100A6",4.63575619862967e-195,0.819082167634318,0.331,0.794,1.36995867181904e-190,"0","S100A6"
"RHOB",8.85037197282855e-194,1.37788078621437,0.174,0.427,2.61546192541029e-189,"0","RHOB"
"EGR1",1.80337454767553e-183,1.11269606886544,0.202,0.479,5.32933246329072e-179,"0","EGR1"
"SGK1",8.72912940617046e-178,1.17088097043833,0.131,0.329,2.57963232211149e-173,"0","SGK1"
"FOSB",3.67432567590337e-154,0.901194717007359,0.345,0.805,1.08583672374296e-149,"0","FOSB"
"PTMS",2.60720351083356e-139,1.22647447589091,0.106,0.258,7.70480781521533e-135,"0","PTMS"
"ATF3",1.04920542506352e-135,1.18742921790325,0.231,0.506,3.10061187214772e-131,"0","ATF3"
"IFI30",1.82633608131832e-125,0.739686027736549,0.168,0.359,5.3971883875119e-121,"0","IFI30"
"PSAP",5.98070759108209e-119,1.26576750149121,0.173,0.372,1.76741870731658e-114,"0","PSAP"
"GSTP1",8.27840375636667e-115,1.54586868745732,0.245,0.522,2.44643387808148e-110,"0","GSTP1"
"SOD2",2.26847204137751e-112,1.00516382032443,0.272,0.562,6.70378857667883e-108,"0","SOD2"
"TIMP1",2.11593893463776e-109,0.663915983591222,0.161,0.334,6.25302273964151e-105,"0","TIMP1"
"SPP1",1.70666517495114e-98,1.51101039674649,0.407,0.405,5.0435369250156e-94,"0","SPP1"
"GLUL",4.47447583374031e-89,1.2033217524505,0.172,0.346,1.32229709838694e-84,"0","GLUL"
"CD74",8.2738593870758e-79,0.308610736712507,0.414,0.781,2.44509092606864e-74,"0","CD74"
"CTSD",5.71882768239305e-77,1.29607477173765,0.222,0.428,1.69002795670079e-72,"0","CTSD"
"SNHG9",1.08349998548793e-75,1.79398703880156,0.172,0.336,3.20195915711392e-71,"0","SNHG9"
"HLA-DRB1",3.42737769585431e-73,0.530515575202852,0.342,0.657,1.01285865667887e-68,"0","HLA-DRB1"
"CTSB",7.79917075016026e-71,1.2428093329003,0.18,0.341,2.30481094008736e-66,"0","CTSB"
"TYROBP",6.42695242259138e-69,0.61195005718461,0.132,0.253,1.8992929799242e-64,"0","TYROBP"
"IER3",2.20702962432448e-65,1.3438402579586,0.185,0.347,6.5222139458037e-61,"0","IER3"
"IGHG3",4.89009817449714e-59,0.438949846060444,0.365,0.381,1.44512181252739e-54,"0","IGHG3"
"TMSB10",6.82279090877241e-57,0.412981395824152,0.69,0.993,2.01627116936042e-52,"0","TMSB10"
"STMN1",2.63274688984036e-53,1.73445789729482,0.166,0.303,7.78029360885622e-49,"0","STMN1"
"CXCL8",1.47820015969889e-47,1.66257130161747,0.354,0.37,4.36837711194217e-43,"0","CXCL8"
"APOE",3.86448567298251e-41,1.93439130540595,0.329,0.344,1.14203280607979e-36,"0","APOE"
"GAPDH",9.11272580576962e-37,0.75394000610645,0.45,0.917,2.69299273012104e-32,"0","GAPDH"
"CCL3",4.92194249885453e-32,0.798159807998555,0.162,0.262,1.45453244726149e-27,"0","CCL3"
"ACTG1",7.38278978561867e-29,0.841593066210599,0.449,0.931,2.18176203744603e-24,"0","ACTG1"
"S100A11",2.60395791181663e-22,1.27953282161295,0.367,0.662,7.69521642100051e-18,"0","S100A11"
"LYZ",2.21526341691969e-18,1.29227001920218,0.312,0.337,6.54654644968108e-14,"0","LYZ"
"HSPA1B",1.71748023259745e-12,0.357318323318903,0.645,0.923,5.07549758337199e-08,"0","HSPA1B"
"CST3",3.28058303640983e-11,1.13399007569543,0.203,0.293,9.69477898919834e-07,"0","CST3"
"HSPA6",6.27487093480164e-11,0.704539762701403,0.36,0.556,1.85434985865258e-06,"0","HSPA6"
"NEAT1",1.98573179798503e-10,0.525756652312455,0.494,0.898,5.86823460940537e-06,"0","NEAT1"
"G0S2",1.0119485954096e-07,0.979459884339979,0.184,0.251,0.00299051048915444,"0","G0S2"
"SAT1",0.000854909998291711,0.528371001521489,0.523,0.922,1,"0","SAT1"
"HLA-DRA",0.00182817301257367,0.43473402134528,0.537,0.701,1,"0","HLA-DRA"
"CCL5",0,2.98335638961449,0.577,0.06,0,"1","CCL5"
"IL7R",0,2.48541826743101,0.754,0.068,0,"1","IL7R"
"CD2",0,2.38722594118485,0.797,0.023,0,"1","CD2"
"CD3D",0,2.12073830834845,0.769,0.026,0,"1","CD3D"
"NKG7",0,2.02507785940579,0.346,0.026,0,"1","NKG7"
"IL32",0,1.99660038038304,0.832,0.072,0,"1","IL32"
"KLRB1",0,1.97398597293293,0.428,0.016,0,"1","KLRB1"
"TRBC1",0,1.81959728517284,0.54,0.026,0,"1","TRBC1"
"CD7",0,1.78630086671908,0.553,0.016,0,"1","CD7"
"TRBC2",0,1.76363669056159,0.699,0.058,0,"1","TRBC2"
"GZMA",0,1.76224836637677,0.351,0.014,0,"1","GZMA"
"IFNG",0,1.76167210341012,0.294,0.018,0,"1","IFNG"
"CD3E",0,1.74692112371958,0.685,0.016,0,"1","CD3E"
"BTG1",0,1.70909528110658,0.991,0.36,0,"1","BTG1"
"PTPRC",0,1.67348072030544,0.907,0.154,0,"1","PTPRC"
"TRAC",0,1.62488915783914,0.581,0.025,0,"1","TRAC"
"CD3G",0,1.55576626986881,0.51,0.01,0,"1","CD3G"
"LTB",0,1.5278405253008,0.574,0.102,0,"1","LTB"
"GZMK",0,1.48546712463395,0.254,0.009,0,"1","GZMK"
"LINC-PINT",0,1.48444924840266,0.773,0.131,0,"1","LINC-PINT"
"ITM2A",0,1.456030073227,0.481,0.022,0,"1","ITM2A"
"CLEC2B",0,1.45017611171786,0.668,0.103,0,"1","CLEC2B"
"BCL11B",0,1.43075031857629,0.527,0.014,0,"1","BCL11B"
"CST7",0,1.41914039276342,0.412,0.02,0,"1","CST7"
"RORA",0,1.41860345793527,0.545,0.037,0,"1","RORA"
"TUBA4A",0,1.4157921730664,0.641,0.094,0,"1","TUBA4A"
"ZFP36L2",0,1.40302384994383,0.866,0.195,0,"1","ZFP36L2"
"CNOT6L",0,1.39916661194798,0.625,0.065,0,"1","CNOT6L"
"CXCR4",0,1.38726703571549,0.901,0.246,0,"1","CXCR4"
"CD69",0,1.38674390871684,0.832,0.192,0,"1","CD69"
"LEPROTL1",0,1.37325617905402,0.618,0.05,0,"1","LEPROTL1"
"CREM",0,1.33620211353734,0.746,0.158,0,"1","CREM"
"SPOCK2",0,1.32911357792235,0.539,0.033,0,"1","SPOCK2"
"HCST",0,1.32580518886135,0.659,0.081,0,"1","HCST"
"TNFAIP3",0,1.30761631964744,0.85,0.208,0,"1","TNFAIP3"
"FYN",0,1.30125550636372,0.533,0.025,0,"1","FYN"
"PPP2R5C",0,1.30084736574688,0.715,0.088,0,"1","PPP2R5C"
"ETS1",0,1.27883732753928,0.588,0.048,0,"1","ETS1"
"DUSP4",0,1.27667647904502,0.517,0.071,0,"1","DUSP4"
"CD96",0,1.26527614972461,0.445,0.012,0,"1","CD96"
"RPS29",0,1.26138487015147,0.992,0.42,0,"1","RPS29"
"NR3C1",0,1.2516558252659,0.54,0.07,0,"1","NR3C1"
"FYB1",0,1.24732268115111,0.599,0.053,0,"1","FYB1"
"GZMB",0,1.24059128783835,0.251,0.033,0,"1","GZMB"
"MTRNR2L12",0,1.2329739902186,0.824,0.187,0,"1","MTRNR2L12"
"BATF",0,1.23067764450538,0.386,0.028,0,"1","BATF"
"FAM177A1",0,1.23002864173664,0.617,0.09,0,"1","FAM177A1"
"RGCC",0,1.22975841885096,0.761,0.171,0,"1","RGCC"
"YPEL5",0,1.2038228754206,0.794,0.186,0,"1","YPEL5"
"BIRC3",0,1.20275408418668,0.671,0.136,0,"1","BIRC3"
"RNF19A",0,1.20211577424612,0.594,0.078,0,"1","RNF19A"
"CYTIP",0,1.19721557712138,0.662,0.109,0,"1","CYTIP"
"SARAF",0,1.19079585620821,0.837,0.171,0,"1","SARAF"
"TXNIP",0,1.18740148725958,0.709,0.205,0,"1","TXNIP"
"PIK3R1",0,1.17480827264247,0.457,0.045,0,"1","PIK3R1"
"AC058791.1",0,1.17063740935146,0.467,0.058,0,"1","AC058791.1"
"CLEC2D",0,1.16870169520999,0.489,0.034,0,"1","CLEC2D"
"CD52",0,1.15209595049018,0.773,0.152,0,"1","CD52"
"RPS14",0,1.14974241698759,0.989,0.455,0,"1","RPS14"
"TNFRSF4",0,1.14690136207865,0.304,0.023,0,"1","TNFRSF4"
"ARHGDIB",0,1.13401762274202,0.777,0.138,0,"1","ARHGDIB"
"SRGN",0,1.12648010141489,0.962,0.36,0,"1","SRGN"
"ICOS",0,1.11250794076393,0.331,0.009,0,"1","ICOS"
"DDX24",0,1.10275417122583,0.78,0.142,0,"1","DDX24"
"DUSP2",0,1.10216927000245,0.772,0.185,0,"1","DUSP2"
"TIGIT",0,1.10146197475109,0.315,0.012,0,"1","TIGIT"
"TNFRSF18",0,1.09877092778697,0.328,0.025,0,"1","TNFRSF18"
"ISG20",0,1.0953623577151,0.655,0.114,0,"1","ISG20"
"S100A4",0,1.08478936587952,0.795,0.17,0,"1","S100A4"
"STK17A",0,1.08039090993381,0.699,0.114,0,"1","STK17A"
"RPS3",0,1.06845622996918,0.993,0.499,0,"1","RPS3"
"STK17B",0,1.06528661396383,0.688,0.112,0,"1","STK17B"
"ARL4C",0,1.04169788802103,0.611,0.075,0,"1","ARL4C"
"PIK3IP1",0,1.03855305559681,0.449,0.04,0,"1","PIK3IP1"
"PDCD4",0,1.03804299734417,0.566,0.074,0,"1","PDCD4"
"GZMM",0,1.0373565920937,0.331,0.006,0,"1","GZMM"
"STAT3",0,1.02976714175404,0.604,0.086,0,"1","STAT3"
"CTSW",0,1.02318646918864,0.256,0.01,0,"1","CTSW"
"RPL34",0,1.02298275217969,0.993,0.447,0,"1","RPL34"
"STAT4",0,1.01043334648958,0.386,0.021,0,"1","STAT4"
"FAM107B",0,1.01042579253498,0.648,0.137,0,"1","FAM107B"
"RPS15A",0,1.00496826968017,0.992,0.508,0,"1","RPS15A"
"STK4",0,1.00031332933629,0.662,0.117,0,"1","STK4"
"MAF",0,0.995624147345979,0.389,0.038,0,"1","MAF"
"BICDL1",0,0.99164273717919,0.357,0.014,0,"1","BICDL1"
"PPP1R2",0,0.990489927641833,0.65,0.113,0,"1","PPP1R2"
"ARID5B",0,0.989006212180426,0.527,0.1,0,"1","ARID5B"
"PCED1B-AS1",0,0.988369451987602,0.501,0.067,0,"1","PCED1B-AS1"
"CALM1",0,0.983628871703183,0.951,0.285,0,"1","CALM1"
"PLAAT4",0,0.981314590360126,0.577,0.064,0,"1","PLAAT4"
"SOCS1",0,0.977812234801688,0.485,0.065,0,"1","SOCS1"
"GNG2",0,0.974532379617811,0.384,0.033,0,"1","GNG2"
"IL2RG",0,0.966718364676075,0.549,0.074,0,"1","IL2RG"
"PTPN22",0,0.959211944135307,0.351,0.025,0,"1","PTPN22"
"RPL13",0,0.950029164606903,0.998,0.694,0,"1","RPL13"
"HLA-C",0,0.944743363952413,0.968,0.326,0,"1","HLA-C"
"RPL28",0,0.939382342617009,0.996,0.61,0,"1","RPL28"
"GMFG",0,0.932581491211373,0.6,0.089,0,"1","GMFG"
"RPS25",0,0.926055321745249,0.988,0.399,0,"1","RPS25"
"FAU",0,0.925004913084023,0.989,0.39,0,"1","FAU"
"LCK",0,0.924866808756879,0.371,0.015,0,"1","LCK"
"SAMSN1",0,0.92375783350114,0.659,0.125,0,"1","SAMSN1"
"GIMAP7",0,0.92336884753664,0.276,0.009,0,"1","GIMAP7"
"HSP90AA1",0,0.921784875193947,0.998,0.879,0,"1","HSP90AA1"
"AL499604.1",0,0.909001067351553,0.293,0.029,0,"1","AL499604.1"
"B2M",0,0.908101792701038,0.999,0.857,0,"1","B2M"
"RHOH",0,0.903748512567711,0.51,0.082,0,"1","RHOH"
"CYTOR",0,0.90203357045029,0.488,0.078,0,"1","CYTOR"
"OXNAD1",0,0.900808320716686,0.32,0.01,0,"1","OXNAD1"
"SRSF7",0,0.899983958912743,0.922,0.267,0,"1","SRSF7"
"TRAT1",0,0.894947004440182,0.274,0.005,0,"1","TRAT1"
"RUNX3",0,0.894440642165856,0.414,0.052,0,"1","RUNX3"
"FXYD5",0,0.894045527476111,0.648,0.12,0,"1","FXYD5"
"ACAP1",0,0.892883486333894,0.462,0.06,0,"1","ACAP1"
"SOD1",0,0.888709409423416,0.851,0.223,0,"1","SOD1"
"TSC22D3",0,0.887153643181487,0.85,0.245,0,"1","TSC22D3"
"SYTL3",0,0.883505163527324,0.298,0.019,0,"1","SYTL3"
"P2RY10",0,0.881803598405875,0.344,0.043,0,"1","P2RY10"
"IKZF1",0,0.880222585885113,0.4,0.048,0,"1","IKZF1"
"MALAT1",0,0.871849944519987,1,1,0,"1","MALAT1"
"DOK2",0,0.870730084580059,0.473,0.052,0,"1","DOK2"
"RPL23A",0,0.866749005080224,0.989,0.403,0,"1","RPL23A"
"CD48",0,0.862926655198228,0.688,0.135,0,"1","CD48"
"RAC2",0,0.86104728365864,0.536,0.093,0,"1","RAC2"
"CDC42SE2",0,0.856982635939119,0.546,0.08,0,"1","CDC42SE2"
"AC243960.1",0,0.853221249271013,0.257,0.019,0,"1","AC243960.1"
"ANKRD12",0,0.852906313729635,0.644,0.129,0,"1","ANKRD12"
"CRYBG1",0,0.85207322799767,0.312,0.032,0,"1","CRYBG1"
"RPL36AL",0,0.851694579043123,0.904,0.228,0,"1","RPL36AL"
"CRIP1",0,0.849168396593696,0.836,0.219,0,"1","CRIP1"
"HLA-E",0,0.845266458044339,0.922,0.239,0,"1","HLA-E"
"RPS12",0,0.844814206144092,0.997,0.682,0,"1","RPS12"
"RPL3",0,0.839773607161191,0.991,0.468,0,"1","RPL3"
"RESF1",0,0.834343495532355,0.485,0.078,0,"1","RESF1"
"SLC2A3",0,0.832218898981005,0.687,0.151,0,"1","SLC2A3"
"RPS27A",0,0.828412535485406,0.994,0.608,0,"1","RPS27A"
"ELF1",0,0.827882348091954,0.632,0.133,0,"1","ELF1"
"GLIPR1",0,0.827292370028964,0.425,0.066,0,"1","GLIPR1"
"RPL7A",0,0.826263209804786,0.986,0.421,0,"1","RPL7A"
"RPS19",0,0.825147613348777,0.996,0.584,0,"1","RPS19"
"IRF1",0,0.824834248745172,0.644,0.128,0,"1","IRF1"
"APOBEC3G",0,0.823546185600586,0.324,0.032,0,"1","APOBEC3G"
"GYPC",0,0.813464964347478,0.398,0.051,0,"1","GYPC"
"RPL32",0,0.806703060476308,0.993,0.563,0,"1","RPL32"
"RPL26",0,0.805263175950874,0.991,0.492,0,"1","RPL26"
"CD247",0,0.804711306582884,0.343,0.013,0,"1","CD247"
"UBE2S",0,0.802648662556661,0.726,0.163,0,"1","UBE2S"
"SKAP1",0,0.801544893161368,0.304,0.011,0,"1","SKAP1"
"CORO1A",0,0.800576898803624,0.574,0.106,0,"1","CORO1A"
"CDC14A",0,0.79835494978789,0.299,0.019,0,"1","CDC14A"
"RPS26",0,0.7974735931251,0.867,0.281,0,"1","RPS26"
"ITK",0,0.795849369367811,0.278,0.008,0,"1","ITK"
"CEMIP2",0,0.795427716256857,0.408,0.058,0,"1","CEMIP2"
"HLA-A",0,0.791350844518774,0.987,0.439,0,"1","HLA-A"
"EMB",0,0.787986005811095,0.402,0.052,0,"1","EMB"
"MBP",0,0.786416680552497,0.383,0.054,0,"1","MBP"
"PARP8",0,0.78480784939476,0.327,0.031,0,"1","PARP8"
"CCNH",0,0.784694147604652,0.506,0.087,0,"1","CCNH"
"RPL27A",0,0.784542477210489,0.988,0.396,0,"1","RPL27A"
"TOMM7",0,0.783260555704024,0.866,0.203,0,"1","TOMM7"
"RPL14",0,0.782545414135162,0.988,0.412,0,"1","RPL14"
"HSP90AB1",0,0.778496744381179,0.981,0.64,0,"1","HSP90AB1"
"DNAJA1",0,0.778043259104877,0.91,0.404,0,"1","DNAJA1"
"AC044849.1",0,0.77720192676725,0.366,0.044,0,"1","AC044849.1"
"RPS18",0,0.776979577897779,0.998,0.67,0,"1","RPS18"
"RPL10",0,0.769902993349398,0.996,0.754,0,"1","RPL10"
"SH2D1A",0,0.769590037102819,0.25,0.006,0,"1","SH2D1A"
"ITGA4",0,0.76722570139711,0.361,0.051,0,"1","ITGA4"
"LIME1",0,0.765395447504488,0.343,0.035,0,"1","LIME1"
"AC016831.5",0,0.762879098298652,0.349,0.056,0,"1","AC016831.5"
"RPSA",0,0.761409963037238,0.955,0.309,0,"1","RPSA"
"SLA",0,0.755490470420781,0.323,0.031,0,"1","SLA"
"EEF1D",0,0.751382063987676,0.936,0.259,0,"1","EEF1D"
"CD27",0,0.748975125175865,0.255,0.035,0,"1","CD27"
"SRSF5",0,0.748253473003338,0.858,0.215,0,"1","SRSF5"
"RPL17",0,0.742382497267323,0.988,0.468,0,"1","RPL17"
"ZC3HAV1",0,0.741231209705361,0.598,0.115,0,"1","ZC3HAV1"
"RPS27",0,0.740743903541195,0.997,0.712,0,"1","RPS27"
"REL",0,0.735269983999399,0.634,0.151,0,"1","REL"
"MBNL1",0,0.73200562614653,0.669,0.123,0,"1","MBNL1"
"NSMCE3",0,0.731662945338633,0.362,0.047,0,"1","NSMCE3"
"CCND2",0,0.730848892720364,0.379,0.043,0,"1","CCND2"
"LAT",0,0.72798279303762,0.297,0.012,0,"1","LAT"
"MYADM",0,0.727365223148938,0.404,0.062,0,"1","MYADM"
"IFITM2",0,0.725487717033879,0.621,0.127,0,"1","IFITM2"
"LCP1",0,0.722297245073771,0.655,0.134,0,"1","LCP1"
"EVI2A",0,0.721959497039239,0.375,0.048,0,"1","EVI2A"
"EML4",0,0.720665101378407,0.513,0.084,0,"1","EML4"
"RPL19",0,0.7145234849198,0.992,0.522,0,"1","RPL19"
"PRDM1",0,0.712483494865002,0.321,0.038,0,"1","PRDM1"
"BTG2",0,0.710667906040688,0.673,0.165,0,"1","BTG2"
"ZNF331",0,0.706917722450676,0.648,0.143,0,"1","ZNF331"
"GPBP1",0,0.704000107329917,0.789,0.184,0,"1","GPBP1"
"IL2RB",0,0.700249520447179,0.261,0.009,0,"1","IL2RB"
"RPL41",0,0.699042780663707,0.997,0.736,0,"1","RPL41"
"G3BP2",0,0.698390903443164,0.505,0.09,0,"1","G3BP2"
"RPS9",0,0.698354360018851,0.991,0.439,0,"1","RPS9"
"EVL",0,0.698113495397993,0.489,0.064,0,"1","EVL"
"EEF1B2",0,0.69474506402571,0.94,0.29,0,"1","EEF1B2"
"LBH",0,0.68837965642589,0.401,0.056,0,"1","LBH"
"AC025164.1",0,0.683150667967269,0.284,0.043,0,"1","AC025164.1"
"PTGER4",0,0.68112760388284,0.404,0.047,0,"1","PTGER4"
"RAPGEF6",0,0.680570925676022,0.269,0.027,0,"1","RAPGEF6"
"JUNB",0,0.68038445592835,0.929,0.437,0,"1","JUNB"
"RPS3A",0,0.680162842590526,0.993,0.565,0,"1","RPS3A"
"RPS23",0,0.679342617722876,0.989,0.513,0,"1","RPS23"
"RPL30",0,0.673815360569866,0.994,0.622,0,"1","RPL30"
"AREG",0,0.673601238557566,0.409,0.12,0,"1","AREG"
"ICAM3",0,0.670847534714806,0.355,0.055,0,"1","ICAM3"
"IDS",0,0.670337487834118,0.575,0.108,0,"1","IDS"
"CHD2",0,0.668178219700505,0.668,0.142,0,"1","CHD2"
"EVI2B",0,0.667837924496275,0.464,0.1,0,"1","EVI2B"
"JUND",0,0.66399709328308,0.987,0.621,0,"1","JUND"
"RPL11",0,0.663721376026106,0.995,0.56,0,"1","RPL11"
"GBP5",0,0.662254350164378,0.258,0.02,0,"1","GBP5"
"DDIT4",0,0.661456078435505,0.681,0.166,0,"1","DDIT4"
"TPT1",0,0.658575052397498,0.998,0.786,0,"1","TPT1"
"GPR65",0,0.658121988913199,0.296,0.041,0,"1","GPR65"
"RPL18",0,0.652371640440398,0.985,0.456,0,"1","RPL18"
"TANK",0,0.650629035412751,0.491,0.108,0,"1","TANK"
"ISCA1",0,0.649811075268319,0.346,0.049,0,"1","ISCA1"
"GPRIN3",0,0.649360116391926,0.293,0.021,0,"1","GPRIN3"
"WIPF1",0,0.645478269942679,0.479,0.082,0,"1","WIPF1"
"PNRC1",0,0.644967164900531,0.915,0.273,0,"1","PNRC1"
"FAM133B",0,0.644834522313804,0.555,0.12,0,"1","FAM133B"
"PDE4D",0,0.64339246481685,0.277,0.026,0,"1","PDE4D"
"PTMA",0,0.641047432166094,0.994,0.625,0,"1","PTMA"
"TGFB1",0,0.639890756160713,0.461,0.092,0,"1","TGFB1"
"TCF7",0,0.63757335573818,0.251,0.021,0,"1","TCF7"
"SELENOK",0,0.637465496959466,0.774,0.213,0,"1","SELENOK"
"IKZF3",0,0.634879123033059,0.254,0.037,0,"1","IKZF3"
"MT-ND3",0,0.632141514773389,0.976,0.406,0,"1","MT-ND3"
"TTC39C",0,0.628136512555953,0.294,0.023,0,"1","TTC39C"
"ARID4B",0,0.624363539898018,0.558,0.106,0,"1","ARID4B"
"CCR7",0,0.621745392488118,0.303,0.072,0,"1","CCR7"
"JMY",0,0.621252650649053,0.379,0.068,0,"1","JMY"
"RALGAPA1",0,0.620061046095625,0.343,0.057,0,"1","RALGAPA1"
"TMSB4X",0,0.619999676503376,0.999,0.822,0,"1","TMSB4X"
"ARL6IP5",0,0.6198895721921,0.538,0.103,0,"1","ARL6IP5"
"SEPTIN6",0,0.619077023560297,0.397,0.073,0,"1","SEPTIN6"
"CCSER2",0,0.617397403964892,0.291,0.026,0,"1","CCSER2"
"LINC00513",0,0.612410826031753,0.27,0.038,0,"1","LINC00513"
"CORO1B",0,0.609560657153358,0.339,0.048,0,"1","CORO1B"
"HERPUD2",0,0.608762253135797,0.288,0.036,0,"1","HERPUD2"
"RPL29",0,0.608033010092137,0.988,0.447,0,"1","RPL29"
"TENT5C",0,0.605856065893366,0.329,0.047,0,"1","TENT5C"
"PDE4B",0,0.604868688805159,0.492,0.103,0,"1","PDE4B"
"VAMP2",0,0.603231906692083,0.46,0.077,0,"1","VAMP2"
"NOP53",0,0.60255702360958,0.683,0.156,0,"1","NOP53"
"ANXA1",0,0.599617382890758,0.69,0.288,0,"1","ANXA1"
"HIST1H1D",0,0.597701602780546,0.253,0.033,0,"1","HIST1H1D"
"ARAP2",0,0.596769793300879,0.267,0.026,0,"1","ARAP2"
"EZR",0,0.59616948238274,0.771,0.219,0,"1","EZR"
"N4BP2L2",0,0.595969200842494,0.632,0.133,0,"1","N4BP2L2"
"H3F3B",0,0.595357090555269,0.993,0.564,0,"1","H3F3B"
"C12orf57",0,0.594050747783168,0.63,0.117,0,"1","C12orf57"
"SAMD9",0,0.592423112970833,0.263,0.031,0,"1","SAMD9"
"RPLP1",0,0.587928881086382,0.998,0.818,0,"1","RPLP1"
"AMD1",0,0.587690466571815,0.685,0.151,0,"1","AMD1"
"SMCHD1",0,0.587549962167162,0.54,0.117,0,"1","SMCHD1"
"PTPN7",0,0.586229674168508,0.266,0.036,0,"1","PTPN7"
"SYNE2",0,0.585586088994415,0.51,0.06,0,"1","SYNE2"
"ARHGAP15",0,0.584251888824529,0.264,0.037,0,"1","ARHGAP15"
"KLF6",0,0.579479994735027,0.896,0.331,0,"1","KLF6"
"TLE4",0,0.57413828889579,0.366,0.067,0,"1","TLE4"
"CASP8",0,0.57195908735308,0.303,0.035,0,"1","CASP8"
"NEU1",0,0.568761489959682,0.454,0.085,0,"1","NEU1"
"AAK1",0,0.566696891880747,0.319,0.028,0,"1","AAK1"
"SMAP2",0,0.562642836625884,0.566,0.132,0,"1","SMAP2"
"JAK1",0,0.562078578172049,0.56,0.114,0,"1","JAK1"
"RBPJ",0,0.557203437857768,0.41,0.07,0,"1","RBPJ"
"HSPA8",0,0.556438670593626,0.963,0.45,0,"1","HSPA8"
"ANAPC16",0,0.555079254364843,0.546,0.116,0,"1","ANAPC16"
"RACK1",0,0.553189455423861,0.965,0.334,0,"1","RACK1"
"C9orf78",0,0.55285709240526,0.374,0.057,0,"1","C9orf78"
"SMAD7",0,0.552736390502305,0.346,0.057,0,"1","SMAD7"
"CARD16",0,0.551094046424139,0.273,0.044,0,"1","CARD16"
"BCAS2",0,0.550213102871909,0.57,0.139,0,"1","BCAS2"
"TAGAP",0,0.548992309498745,0.346,0.074,0,"1","TAGAP"
"SEPTIN7",0,0.546247034305531,0.671,0.15,0,"1","SEPTIN7"
"EPC1",0,0.544443038393028,0.461,0.088,0,"1","EPC1"
"FKBP5",0,0.542725751211934,0.33,0.047,0,"1","FKBP5"
"PBXIP1",0,0.542717647775597,0.278,0.029,0,"1","PBXIP1"
"ODF2L",0,0.539247374982899,0.317,0.034,0,"1","ODF2L"
"SBDS",0,0.531977801739964,0.525,0.107,0,"1","SBDS"
"ABHD17A",0,0.530808934659529,0.343,0.045,0,"1","ABHD17A"
"HLA-F",0,0.530805053460347,0.521,0.101,0,"1","HLA-F"
"YIPF5",0,0.529545265834413,0.264,0.03,0,"1","YIPF5"
"CBLB",0,0.528000984007917,0.251,0.02,0,"1","CBLB"
"PSMB9",0,0.527695478955732,0.444,0.094,0,"1","PSMB9"
"GPSM3",0,0.527451645789756,0.427,0.094,0,"1","GPSM3"
"NABP1",0,0.52691035963932,0.472,0.105,0,"1","NABP1"
"METRNL",0,0.526617589312382,0.357,0.087,0,"1","METRNL"
"RNF213",0,0.526416523568771,0.46,0.079,0,"1","RNF213"
"RPL24",0,0.526265501089766,0.985,0.447,0,"1","RPL24"
"CCDC59",0,0.525686316934547,0.464,0.097,0,"1","CCDC59"
"CD44",0,0.525461703137656,0.737,0.184,0,"1","CD44"
"PMAIP1",0,0.52361348011883,0.61,0.188,0,"1","PMAIP1"
"RCAN3",0,0.521920266433502,0.252,0.025,0,"1","RCAN3"
"RPL27",0,0.520764158343594,0.963,0.329,0,"1","RPL27"
"SP100",0,0.51715930296985,0.418,0.088,0,"1","SP100"
"CENPC",0,0.511093564843238,0.301,0.049,0,"1","CENPC"
"RPL10A",0,0.509798705551881,0.98,0.411,0,"1","RPL10A"
"GADD45G",0,0.50976573564714,0.39,0.067,0,"1","GADD45G"
"RPL35",0,0.509692060413822,0.986,0.401,0,"1","RPL35"
"LYST",0,0.50943735176361,0.261,0.039,0,"1","LYST"
"PAIP2",0,0.507060443701645,0.524,0.105,0,"1","PAIP2"
"CACYBP",0,0.505454784155015,0.758,0.219,0,"1","CACYBP"
"GCC2",0,0.50375047920439,0.448,0.087,0,"1","GCC2"
"USP15",0,0.49899841053811,0.426,0.083,0,"1","USP15"
"TNFAIP8",0,0.498085592549971,0.379,0.085,0,"1","TNFAIP8"
"KMT2E",0,0.497315814621884,0.589,0.132,0,"1","KMT2E"
"RPS4Y1",0,0.496844264705447,0.281,0.045,0,"1","RPS4Y1"
"PSME1",0,0.496035538853511,0.615,0.136,0,"1","PSME1"
"APBB1IP",0,0.493243233996169,0.298,0.046,0,"1","APBB1IP"
